name,price,description,link,photo link
Ноутбук Lenovo IdeaPad 320-15ISK (80XH00WVRA),от 10 862 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.
Вес - 2.2 кг",https://price.ua/lenovo/lenovo_ideapad_320-15isk_80xh00wvra/catc839t14m3034719.html,https:/images/preload.gif
Ноутбук HP 17-bs047ur (2ME05EA),14 065 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium N3710
Частота - 1.6 ГГц
Диагональ экрана - 17.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTZDE3ZjUwMjJkMGQ3NTAxYjY0NDcxZmJmowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5Mjc5NjEzOTAiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-17 (80XM00KNRA),от 16 885 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7130U
Частота - 2,7 ГГц
Диагональ экрана - 17.3 дюйм.
Разрешение экрана - 1600x900 пикс.",https://price.ua/lenovo/lenovo_ideapad_320-17_80xm00knra/catc839t14m3526331.html,https:/images/preload.gif
Ноутбук Dell Inspiron 3576 (I315F58S2DDL-8BK),от 18 599 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-8250U
Частота - 1,6-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/dell/dell_inspiron_3576_i315f58s2ddl-8bk/catc839t14m3717019.html,https:/images/preload.gif
Ноутбук ASUS VivoBook S14 S406UA-BM153T (90NB0FX1-M03490),от 18 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7100U
Частота - 2,4 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_s14_s406ua-bm153t_90nb0fx1-m03490/catc839t14m3704873.html,https:/images/preload.gif
Ноутбук HP ProBook 455 G5 (1LQ75AV_V3),от 16 999 грн. ,"Тип - Ноутбук
Тип процессора - AMD A10-9620P
Частота - 2,5-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/hp/hp_probook_455_g5_1lq75av_v3/catc839t14m3708781.html,https:/images/preload.gif
Ноутбук HP 250 G6 (3VK23ES),от 15 855 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/hp/hp_250_g6_3vk23es/catc839t14m3708253.html,https:/images/preload.gif
Ноутбук HP 240 G6 (4QX59EA),от 15 499 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7020U
Частота - 2,3 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/hp/hp_240_g6_4qx59ea/catc839t14m3710360.html,https:/images/preload.gif
Ноутбук HP 240 G6 (4BD01EA),от 15 455 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7020U
Частота - 2,3 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/hp/hp_240_g6_4bd01ea/catc839t14m3648128.html,https:/images/preload.gif
Ноутбук HP 250 G6 (4BC86ES),от 12 699 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium N4200
Частота - 1,1-2,5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/hp/hp_250_g6_4bc86es/catc839t14m3708234.html,https:/images/preload.gif
Ноутбук HP 440 G4 Y7Z75EA,16 105 грн. ,"Тип - Ноутбук
Тип процессора - 7100U
Частота - 2.4 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MjQ2MzgyMjYiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Dell Inspiron 15 5570 (I553410DDL-80B),13 499 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aT183a6c9890f2ae74e41bc6698bf814d3owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MjQzNDYzMzMiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Dell Inspiron 15 5570 (I555820DDL-80B),19 599 грн. ,"Тип - Ноутбук
Тип процессора - 8250U
Частота - 1.6 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTZDE3ZjUwMjJkMGQ3NTAxYjY0NDcxZmJmowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MjQzNDYzMzIiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Acer Aspire 3 A315-32-P065 (NX.GW5EU.012),от 12 799 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium Silver N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_3_a315-32-p065_nx_gw5eu_012/catc839t14m3697855.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15 (81DC00JKRA),от 16 307 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15_81dc00jkra/catc839t14m3710751.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15IKBR (81DE012HRA),от 15 236 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-8130U
Частота - 2,2-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15ikbr_81de012hra/catc839t14m3710556.html,https://i2.price.ua/images/model/839/3710556/2/1/type4/lenovo_ideapad_330-15ikbr_81de012hra_4944790.jpg
Ноутбук Lenovo IdeaPad 330-15IKB (81DC009LRA),от 16 114 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15ikb_81dc009lra/catc839t14m3710752.html,https://i2.price.ua/images/model/839/3710752/2/1/type4/lenovo_ideapad_330-15ikb_81dc009lra_4944869.jpg
Ноутбук Acer Aspire 3 A315-32-P4CQ (NX.GVWEU.027),от 12 793 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium Silver N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_3_a315-32-p4cq_nx_gvweu_027/catc839t14m3697858.html,https://i2.price.ua/images/model/839/3697858/2/1/type4/acer_aspire_3_a315-32-p4cq_nx_gvweu_027_4945448.jpg
Ноутбук HP 250 G6 (3VJ18EA),10 357 грн. ,"Тип - Ноутбук
Тип процессора - Intel Celeron N4000
Частота - 1,1-2,6 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTkxMjM5MzYiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i4.price.ua/images/model/839/3708247/2/1/type4/hp_250_g6_3vj18ea_4945070.jpg
Ноутбук Lenovo IdeaPad 330-15IKBR (81DE012KRA),от 17 611 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-8250U
Частота - 1,6-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15ikbr_81de012kra/catc839t14m3710555.html,https://i2.price.ua/images/model/839/3710555/2/1/type4/lenovo_ideapad_330-15ikbr_81de012kra_4944872.jpg
Ноутбук HP 250 G6 (1WY23EA),от 13 208 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/hp/hp_250_g6_1wy23ea/catc839t14m3426669.html,https://i1.price.ua/images/model/839/3426669/2/1/type4/hp_250_g6_1wy23ea_4693343.jpg
Ноутбук Lenovo IdeaPad 120s-14 (81A500FTPB),11 176 грн. ,"Тип - Ноутбук
Тип процессора - N4200
Частота - 1.1 - 2.5 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTkxMjE0MDIiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i1.price.ua/images/model/839/3527428/2/1/type4/lenovo_ideapad_120s-14_81a500ftpb_4740680.jpg
Ноутбук ASUS VivoBook Max X541UV (X541UV-XO784),от 12 499 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2,0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/asus/asus_vivobook_max_x541uv_x541uv-xo784/catc839t14m3265692.html,https://i1.price.ua/images/model/839/3265692/2/1/type4/asus_vivobook_max_x541uv_x541uv-xo784_4406272.jpg
Ноутбук Lenovo IdeaPad 520-15 (80YL00LCRA),от 17 499 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2,5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_520-15_80yl00lcra/catc839t14m3269493.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad G510A (59-400561),от 11 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium 3550M
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.
Объем видеопамяти - 1024 Мб",https://price.ua/lenovo/lenovo_ideapad_g510a_59-400561/catc839t14m508412.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-15 (81BG00MQPB),19 362 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-8250U
Частота - 1,6 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY3NzA5NjkiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук HP 250 G6 (1TT46EA),12 510 грн. ,"Тип - Ноутбук
Тип процессора - Intel Celeron N3060
Частота - 1.6 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTZDE3ZjUwMjJkMGQ3NTAxYjY0NDcxZmJmowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY3NjcyMjIiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук HP 250 G6 (2HG28ES),от 19 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2.5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/hp/hp_250_g6_2hg28es/catc839t14m3130067.html,https:/images/preload.gif
Ноутбук HP 15-da0223ur (4PM11EA),от 11 599 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium Silver N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/hp/hp_15-da0223ur_4pm11ea/catc839t14m3708767.html,https:/images/preload.gif
Ноутбук HP 15-bs086nr (1KV07UA),11 063 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2.0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTZDE3ZjUwMjJkMGQ3NTAxYjY0NDcxZmJmowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTI0Mjg2MDMiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15 (81D100MGRA),от 12 549 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium Silver N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15_81d100mgra/catc839t14m3712327.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-15ISK (80XH00YXRA),от 14 559 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_320-15isk_80xh00yxra/catc839t14m3132920.html,https:/images/preload.gif
Ноутбук Dell Inspiron 17 5770 (I573810DIW-80B),от 19 599 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 17.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/dell/dell_inspiron_17_5770_i573810diw-80b/catc839t14m3281413.html,https:/images/preload.gif
Ноутбук ASUS VivoBook 15 X510UQ (X510UQ-BQ367),от 16 234 грн. ,"Тип - Ноутбук
Тип процессора - 7100U
Частота - 2,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_15_x510uq_x510uq-bq367/catc839t14m3387302.html,https:/images/preload.gif
Ноутбук HP 250 G6 (2XY83ES),от 11 799 грн. ,"Тип - Ноутбук
Тип процессора - N4200
Частота - 1.1 - 2.5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/hp/hp_250_g6_2xy83es/catc839t14m3525397.html,https:/images/preload.gif
Ноутбук Dell Vostro 5568 (N008VN5568_W10),от 18 618 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2,0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/dell/dell_vostro_5568_n008vn5568_w10/catc839t14m3523927.html,https:/images/preload.gif
Ноутбук ASUS VivoBook X510UF-BQ004 (90NB0IK2-M00050),от 19 999 грн. ,"Тип - Ультрабук
Тип процессора - Intel Core i7-8550U
Частота - 1,8-4,0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_x510uf-bq004_90nb0ik2-m00050/catc839t14m3522730.html,https:/images/preload.gif
Ноутбук ASUS VivoBook Max X541NA-DM656 (90NB0E83-M12710),от 10 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core M7-N4200
Частота - 1,1-2,5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_max_x541na-dm656_90nb0e83-m12710/catc839t14m3522731.html,https:/images/preload.gif
Ноутбук Dell Vostro 3568 (N028VN3568EMEA01_U),от 11 854 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/dell/dell_vostro_3568_n028vn3568emea01_u/catc839t14m3387892.html,https:/images/preload.gif
Ноутбук Acer Swift 1 SF114-32-P33E (NX.GZLEU.022),от 16 730 грн. ,"Тип - Ноутбук
Тип процессора - N5000
Частота - 1.1 - 2.5 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_swift_1_sf114-32-p33e_nx_gzleu_022/catc839t14m3522073.html,https:/images/preload.gif
Ноутбук HP 250 G6 (2XY89ES),от 17 777 грн. ,"Тип - Ноутбук
Тип процессора - 7200U
Частота -  2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/hp/hp_250_g6_2xy89es/catc839t14m3412298.html,https:/images/preload.gif
Ноутбук Acer Aspire 3 A315-53G-306L (NX.H1AEU.006),от 16 899 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-8130U
Частота - 2,2-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_3_a315-53g-306l_nx_h1aeu_006/catc839t14m3697863.html,https:/images/preload.gif
Ноутбук Acer Aspire 3 A315-53G-32R4 (NX.H1AEU.008),от 17 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-8130U
Частота - 2,2-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_3_a315-53g-32r4_nx_h1aeu_008/catc839t14m3697864.html,https:/images/preload.gif
Ноутбук Acer Aspire 3 A315-32-P1D5 (NX.GW4EU.010),от 10 299 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium Silver N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_3_a315-32-p1d5_nx_gw4eu_010/catc839t14m3697856.html,https:/images/preload.gif
Ноутбук Acer Aspire 3 A315-32-P61V (NX.GW5EU.008),от 10 799 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium Silver N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_3_a315-32-p61v_nx_gw5eu_008/catc839t14m3656487.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15IKB (81DE00T0US),11 803 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-8130U
Частота - 2.2 - 3.4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MDk0NDMwNTgiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i1.price.ua/images/model/839/3713387/2/1/type4/lenovo_ideapad_330-15ikb_81de00t0us_4945680.jpg
Ноутбук ASUS VivoBook 15 X540BP-DM049 (90NB0IZ1-M00600),от 12 923 грн. ,"Тип - Ноутбук
Тип процессора - AMD A9 9425
Частота - 3,1-37 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_15_x540bp-dm049_90nb0iz1-m00600/catc839t14m3705670.html,https://i4.price.ua/images/model/839/3705670/2/1/type4/asus_vivobook_15_x540bp-dm049_90nb0iz1-m00600_4944999.jpg
Ноутбук ASUS X505ZA-BQ036 (90NB0I11-M01030),от 19 999 грн. ,"Тип - Ультрабук
Тип процессора - AMD Ryzen 5 2500U
Частота - 2,0-3,6 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_x505za-bq036_90nb0i11-m01030/catc839t14m3706527.html,https://i3.price.ua/images/model/839/3706527/2/1/type4/asus_x505za-bq036_90nb0i11-m01030_4945368.jpg
Ноутбук Dell Vostro 3578 (N2102WVN357801_U),от 17 459 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-8130U
Частота - 2,2-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/dell/dell_vostro_3578_n2102wvn357801_u/catc839t14m3708107.html,https://i4.price.ua/images/model/839/3708107/2/1/type4/dell_vostro_3578_n2102wvn357801_u_4945457.jpg
Ноутбук Lenovo IdeaPad 330-15IKB (81DC009TRA),от 11 499 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium 4415U
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15ikb_81dc009tra/catc839t14m3710523.html,https://i2.price.ua/images/model/839/3710523/2/1/type4/lenovo_ideapad_330-15ikb_81dc009tra_4944718.jpg
Ноутбук ASUS VivoBook E203MA-FD004T (90NB0J02-M01170),от 11 099 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 11.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/asus/asus_vivobook_e203ma-fd004t_90nb0j02-m01170/catc839t14m3706341.html,https://i4.price.ua/images/model/839/3706341/2/1/type4/asus_vivobook_e203ma-fd004t_90nb0j02-m01170_4945372.jpg
Ноутбук Acer Aspire ES1-732-P3T6 (NX.GH4EU.012),10 349 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium N4200
Частота - 1.1 ГГц
Диагональ экрана - 17.3 дюйм.
Разрешение экрана - 1600x900 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aT183a6c9890f2ae74e41bc6698bf814d3owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MDQxNDE5OTkiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i4.price.ua/images/model/839/2750029/2/1/type4/acer_aspire_es1-732-p3t6_nx_gh4eu_012_3589725.jpg
Ноутбук Lenovo IdeaPad 320S-13 (81AK00ELRA),16 845 грн. ,"Тип - Ультрабук
Тип процессора - Intel Core i3-7020U
Частота - 2,3 ГГц
Диагональ экрана - 13.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MDQxMjM1MzMiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i4.price.ua/images/model/839/3713968/2/1/type4/lenovo_ideapad_320s-13_81ak00elra_4944772.jpg
Ноутбук Dell Vostro 3568 (N2092WVN356801_U),от 11 132 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium 4415U
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/dell/dell_vostro_3568_n2092wvn356801_u/catc839t14m3707431.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-15 (80XH00YARA),от 11 899 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_320-15_80xh00yara/catc839t14m3033164.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15IKB (81DC009FRA),от 11 375 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium 4415U
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15ikb_81dc009fra/catc839t14m3710531.html,https:/images/preload.gif
